room_id,hotel_id,room_number,room_type,capacity,base_price,floor,availability
ROOM001801,HOT0106,932,Executive,3,10000,2,Maintenance
ROOM001802,HOT0093,364,Presidential,5,7000,1,Available
ROOM001803,HOT0047,278,Deluxe,6,2500,9,Maintenance
ROOM001804,HOT0169,922,Family,6,3500,13,Occupied
ROOM001805,HOT0137,519,Family,3,2500,5,Maintenance
ROOM001806,HOT0065,865,Presidential,4,2500,10,Occupied
ROOM001807,HOT0190,721,Family,4,3500,1,Occupied
ROOM001808,HOT0066,115,Standard,3,15000,11,Available
ROOM001809,HOT0042,411,,2,5000,10,Available
ROOM001810,HOT0081,278,Deluxe,6,10000,2,Occupied
ROOM001811,HOT0088,562,Standard,4,2500,8,Available
ROOM001812,HOT0104,205,Deluxe,5,5000,6,Maintenance
ROOM001813,HOT0221,280,Deluxe,5,5000,3,Available
ROOM001814,HOT0088,254,Executive,2,5000,1,Occupied
ROOM001815,HOT0080,355,Presidential,5,15000,10,Occupied
ROOM001816,HOT0054,423,Family,2,15000,10,Available
ROOM001817,HOT0119,744,Standard,5,3500,6,Maintenance
ROOM001818,HOT0093,265,Suite,1,15000,6,Available
ROOM001819,HOT0009,201,Deluxe,4,2500,15,Maintenance
ROOM001820,HOT0010,331,Family,3,3500,4,Available
ROOM001821,HOT0061,204,Suite,5,5000,5,Occupied
ROOM001822,HOT0190,586,Presidential,2,3500,12,Maintenance
ROOM001823,HOT0238,222,Executive,2,5000,12,Available
ROOM001824,HOT0241,879,Presidential,2,5000,7,Available
ROOM001825,HOT0141,840,Standard,2,10000,4,Available
ROOM001826,HOT0073,855,Deluxe,2,7000,6,Available
ROOM001827,HOT0193,137,Executive,5,2500,4,Available
ROOM001828,HOT0063,875,Deluxe,3,5000,10,Maintenance
ROOM001829,HOT0211,474,Executive,1,3500,7,Occupied
ROOM001830,HOT0132,945,Presidential,2,7000,14,Available
ROOM001831,HOT0200,202,Family,2,7000,14,Maintenance
ROOM001832,HOT0194,730,Presidential,4,7000,13,Occupied
ROOM001833,HOT0070,784,Presidential,2,2500,5,Maintenance
ROOM001834,HOT0034,380,Family,4,5000,15,Available
ROOM001835,HOT0174,158,Family,1,2500,4,Maintenance
ROOM001836,HOT0102,922,Presidential,4,15000,8,Available
ROOM001837,HOT0105,695,Deluxe,5,3500,14,Maintenance
ROOM001838,HOT0196,781,Standard,6,5000,3,Occupied
ROOM001839,HOT0009,242,Executive,5,15000,2,Available
ROOM001840,HOT0150,735,Suite,2,7000,15,Occupied
ROOM001841,HOT0236,193,Suite,5,3500,13,Occupied
ROOM001842,HOT0046,670,Standard,2,10000,7,Maintenance
ROOM001843,HOT0050,732,Suite,4,5000,15,Occupied
ROOM001844,HOT0159,396,Suite,4,2500,11,Available
ROOM001845,HOT0086,979,Family,1,10000,10,Available
ROOM001846,HOT0149,713,Executive,6,3500,12,Available
ROOM001847,HOT0052,237,Family,5,10000,4,Occupied
ROOM001848,HOT0148,721,,5,7000,13,Occupied
ROOM001849,HOT0185,806,Presidential,3,10000,2,Available
ROOM001850,HOT0162,280,Presidential,3,5000,4,Occupied
ROOM001851,HOT0133,243,Deluxe,6,15000,10,Occupied
ROOM001852,HOT0099,728,Standard,2,5000,8,Maintenance
ROOM001853,HOT0110,503,Family,2,10000,8,Maintenance
ROOM001854,HOT0159,963,Deluxe,2,3500,15,Maintenance
ROOM001855,HOT0195,615,Family,2,2500,7,Maintenance
ROOM001856,HOT0099,233,Presidential,3,3500,6,Available
ROOM001857,HOT0106,859,Suite,1,7000,9,Occupied
ROOM001858,HOT0036,281,Suite,6,10000,6,Occupied
ROOM001859,HOT0115,273,Suite,5,15000,15,Available
ROOM001860,HOT0242,955,Suite,4,7000,15,Maintenance
ROOM001861,HOT0021,629,Family,3,10000,7,Maintenance
ROOM001862,HOT0187,980,Standard,6,2500,4,Maintenance
ROOM001863,HOT0147,539,Standard,3,2500,8,Occupied
ROOM001864,HOT0206,458,Deluxe,4,7000,9,Available
ROOM001865,HOT0189,698,Executive,6,2500,3,Occupied
ROOM001866,HOT0089,456,Executive,5,3500,13,Occupied
ROOM001867,HOT0138,714,Standard,3,2500,9,Occupied
ROOM001868,HOT0122,741,Presidential,4,10000,13,Maintenance
ROOM001869,HOT0106,888,Executive,2,10000,9,Available
ROOM001870,HOT0051,369,Suite,2,5000,7,Occupied
ROOM001871,HOT0237,528,Presidential,1,15000,8,Maintenance
ROOM001872,HOT0014,222,Presidential,2,3500,12,Maintenance
ROOM001873,HOT0079,601,Deluxe,6,2500,13,Available
ROOM001874,HOT0067,956,Deluxe,6,10000,9,Available
ROOM001875,HOT0035,644,Deluxe,2,5000,5,Available
ROOM001876,HOT0151,360,Presidential,2,3500,10,Occupied
ROOM001877,HOT0183,671,Executive,4,3500,5,Maintenance
ROOM001878,HOT0191,486,Presidential,4,7000,10,Available
ROOM001879,HOT0224,503,Executive,6,3500,1,Maintenance
ROOM001880,HOT0244,294,Family,5,7000,7,Available
ROOM001881,HOT0193,163,Suite,4,7000,2,Maintenance
ROOM001882,HOT0186,860,Suite,6,3500,12,Maintenance
ROOM001883,HOT0134,292,Executive,5,7000,11,Maintenance
ROOM001884,HOT0105,499,Executive,4,2500,8,Maintenance
ROOM001885,HOT0232,892,Deluxe,3,10000,4,Available
ROOM001886,HOT0129,940,Family,5,10000,10,Available
ROOM001887,HOT0067,725,Family,3,3500,1,Occupied
ROOM001888,HOT0140,414,Presidential,6,5000,13,Maintenance
ROOM001889,HOT0064,160,Deluxe,5,5000,10,Available
ROOM001890,HOT0221,242,Standard,6,7000,7,Maintenance
ROOM001891,HOT0123,723,Standard,1,7000,10,Available
ROOM001892,HOT0057,314,Suite,3,7000,11,Maintenance
ROOM001893,HOT0181,684,Presidential,1,5000,10,Maintenance
ROOM001894,HOT0012,649,Family,4,5000,15,Occupied
ROOM001895,HOT0055,155,Suite,5,15000,11,Available
ROOM001896,HOT0106,428,Suite,6,5000,7,Occupied
ROOM001897,HOT0044,804,Deluxe,5,15000,2,Maintenance
ROOM001898,HOT0063,384,Family,1,5000,11,Maintenance
ROOM001899,HOT0210,536,Family,1,2500,4,Available
ROOM001900,HOT0237,807,Executive,2,5000,10,Maintenance
ROOM001901,HOT0028,122,Deluxe,5,10000,6,Occupied
ROOM001902,HOT0112,534,Deluxe,1,15000,12,Available
ROOM001903,HOT0192,698,Deluxe,6,2500,8,Occupied
ROOM001904,HOT0129,806,Presidential,1,5000,13,Occupied
ROOM001905,HOT0040,473,Presidential,1,15000,4,Available
ROOM001906,HOT0147,639,Deluxe,1,5000,9,Available
ROOM001907,HOT0109,296,Standard,3,10000,1,Occupied
ROOM001908,HOT0212,232,Family,2,3500,12,Available
ROOM001909,HOT0057,786,Family,4,2500,14,Available
ROOM001910,HOT0223,312,Suite,5,2500,8,Maintenance
ROOM001911,HOT0243,458,Suite,2,5000,5,Occupied
ROOM001912,HOT0093,961,Standard,4,5000,9,Maintenance
ROOM001913,HOT0093,128,Presidential,6,5000,11,Maintenance
ROOM001914,HOT0231,774,Standard,2,3500,7,Available
ROOM001915,HOT0226,134,Family,5,-10000,9,Maintenance
ROOM001916,HOT0205,222,Deluxe,4,10000,14,Available
ROOM001917,HOT0195,620,Standard,3,10000,8,Maintenance
ROOM001918,HOT0025,563,Standard,3,10000,11,Occupied
ROOM001919,HOT0227,504,Family,5,5000,3,Available
ROOM001920,HOT0013,969,Deluxe,3,10000,6,Maintenance
ROOM001921,HOT0212,854,Executive,1,5000,1,Available
ROOM001922,HOT0211,251,Deluxe,1,5000,15,Available
ROOM001923,HOT0189,754,Deluxe,3,5000,10,Maintenance
ROOM001924,HOT0030,846,Family,4,2500,7,Occupied
ROOM001925,HOT0205,744,Family,6,15000,1,Occupied
ROOM001926,HOT0233,848,Standard,2,10000,2,Occupied
ROOM001927,HOT0091,782,Deluxe,6,5000,7,Occupied
ROOM001928,HOT0218,425,Executive,6,2500,13,Maintenance
ROOM001929,HOT0052,115,Executive,3,5000,12,Available
ROOM001930,HOT0172,409,Deluxe,6,3500,14,Available
ROOM001931,HOT0073,845,Deluxe,3,7000,14,Maintenance
ROOM001932,HOT0121,349,Presidential,6,5000,9,Available
ROOM001933,HOT0237,456,Executive,4,2500,14,Available
ROOM001934,HOT0078,228,Family,3,2500,13,Occupied
ROOM001935,HOT0215,693,Family,4,7000,10,Occupied
ROOM001936,HOT0123,949,Deluxe,1,10000,5,Available
ROOM001937,HOT0110,148,Family,3,10000,3,Available
ROOM001938,HOT0122,540,Presidential,6,2500,4,Maintenance
ROOM001939,HOT0133,278,Presidential,3,10000,15,Available
ROOM001940,HOT0050,541,Suite,4,3500,10,Maintenance
ROOM001941,HOT0104,533,Executive,6,7000,7,Available
ROOM001942,HOT0175,833,Family,4,3500,2,Maintenance
ROOM001943,HOT0016,156,Executive,4,2500,12,Maintenance
ROOM001944,HOT0150,451,Suite,1,7000,8,Maintenance
ROOM001945,HOT0030,859,Standard,1,5000,13,Occupied
ROOM001946,HOT0206,134,Standard,1,3500,14,Occupied
ROOM001947,HOT0151,956,,4,2500,10,Occupied
ROOM001948,HOT0164,847,Executive,4,7000,14,Occupied
ROOM001949,HOT0107,400,Executive,4,3500,4,Available
ROOM001950,HOT0089,878,Presidential,6,3500,9,Available
ROOM001951,HOT0235,453,Executive,5,2500,7,Maintenance
ROOM001952,HOT0050,522,Standard,5,2500,14,Occupied
ROOM001953,HOT0042,560,Suite,5,7000,2,Occupied
ROOM001954,HOT0136,471,Presidential,6,2500,5,Available
ROOM001955,HOT0057,945,Deluxe,1,15000,10,Available
ROOM001956,HOT0026,793,,5,2500,15,Available
ROOM001957,HOT0011,399,Deluxe,6,15000,4,Available
ROOM001958,HOT0015,935,Deluxe,1,10000,15,Maintenance
ROOM001959,HOT0241,164,Deluxe,6,10000,15,Available
ROOM001960,HOT0080,506,Executive,2,2500,12,Occupied
ROOM001961,HOT0012,641,Deluxe,6,2500,7,Occupied
ROOM001962,HOT0028,571,Suite,6,5000,10,Maintenance
ROOM001963,HOT0168,744,Executive,6,15000,3,Available
ROOM001964,HOT0011,413,Standard,2,7000,13,Maintenance
ROOM001965,HOT0178,239,Executive,1,3500,8,Maintenance
ROOM001966,HOT0149,758,Presidential,6,3500,2,Occupied
ROOM001967,HOT0112,182,Standard,6,10000,15,Maintenance
ROOM001968,HOT0092,521,Deluxe,2,10000,7,Available
ROOM001969,HOT0044,344,Family,3,3500,7,Occupied
ROOM001970,HOT0031,763,Standard,6,3500,10,Occupied
ROOM001971,HOT0190,205,Executive,4,7000,7,Maintenance
ROOM001972,HOT0085,737,Presidential,3,15000,12,Occupied
ROOM001973,HOT0194,621,Deluxe,4,15000,2,Maintenance
ROOM001974,HOT0172,551,Executive,5,2500,8,Available
ROOM001975,HOT0215,102,Executive,5,10000,3,Occupied
ROOM001976,HOT0207,273,Presidential,5,5000,10,Maintenance
ROOM001977,HOT0118,602,Suite,3,7000,4,Available
ROOM001978,HOT0079,560,Family,3,2500,2,Occupied
ROOM001979,HOT0072,155,Deluxe,1,10000,12,Available
ROOM001980,HOT0153,124,Suite,2,2500,2,Available
ROOM001981,HOT0037,208,Family,4,15000,14,Occupied
ROOM001982,HOT0220,222,Suite,4,15000,13,Available
ROOM001983,HOT0155,786,Suite,2,15000,7,Maintenance
ROOM001984,HOT0244,310,Suite,1,10000,2,Available
ROOM001985,HOT0209,906,Presidential,5,15000,12,Available
ROOM001986,HOT0112,134,Executive,3,15000,12,Occupied
ROOM001987,HOT0011,308,Suite,1,2500,9,Available
ROOM001988,HOT0006,596,Deluxe,1,2500,14,Occupied
ROOM001989,HOT0102,370,Standard,4,2500,7,Occupied
ROOM001990,HOT0158,284,Executive,2,15000,14,Maintenance
ROOM001991,HOT0241,284,Presidential,6,2500,11,Occupied
ROOM001992,HOT0074,397,Standard,6,10000,12,Occupied
ROOM001993,HOT0225,234,Executive,3,7000,8,Available
ROOM001994,HOT0041,751,Family,6,3500,13,Available
ROOM001995,HOT0069,574,Suite,5,7000,14,Occupied
ROOM001996,HOT0196,980,Deluxe,5,7000,12,Occupied
ROOM001997,HOT0001,375,Presidential,2,2500,1,Occupied
ROOM001998,HOT0036,216,Standard,4,7000,12,Occupied
ROOM001999,HOT0176,413,Executive,2,5000,8,Available
ROOM002000,HOT0095,664,Executive,6,3500,14,Maintenance
